loss1,loss2,loss3,loss4,loss5,loss6,loss7
0.097871706, 0.02886235, 0.009602998, 0.020578496, 0.0062916605, 0.022330977, 0.010205224
0.089628115, 0.028285418, 0.0070991665, 0.018132363, 0.004227349, 0.023792036, 0.008091785
0.1581084, 0.05246938, 0.013429641, 0.034391973, 0.007743409, 0.0379793, 0.012094691
0.15350199, 0.05781433, 0.015237981, 0.030161329, 0.008268576, 0.030251108, 0.011768667
0.11630912, 0.038747564, 0.008039991, 0.027752932, 0.005380448, 0.028477734, 0.007910451
0.07302443, 0.022811223, 0.0058736415, 0.016676048, 0.0041335123, 0.017408514, 0.006121491
0.088168845, 0.026769932, 0.0062224604, 0.018936988, 0.0053819446, 0.021755513, 0.009102001
0.0826742, 0.026426608, 0.0062556043, 0.018757345, 0.0043993415, 0.019879704, 0.0069556013
0.09538783, 0.03305086, 0.0080815, 0.020204982, 0.0051908125, 0.020577215, 0.008282462
0.096373536, 0.028947795, 0.008472199, 0.020536155, 0.0062319944, 0.021854116, 0.010331274
0.16333383, 0.050767258, 0.013857175, 0.03392134, 0.009426422, 0.04263128, 0.012730366
0.07492949, 0.023318563, 0.0057414044, 0.0181619, 0.0050882846, 0.016694792, 0.005924549
0.12224828, 0.038010664, 0.012288257, 0.025109159, 0.007905485, 0.02822102, 0.0107136965
0.089200005, 0.024994764, 0.005658365, 0.024646815, 0.0052255923, 0.021107024, 0.007567441
0.08299679, 0.027812902, 0.005608204, 0.019763596, 0.003922078, 0.02031308, 0.0055769286
0.100560315, 0.027014043, 0.0066815726, 0.023893768, 0.0061707264, 0.028737832, 0.008062372
0.07053485, 0.022427717, 0.00516777, 0.0146886865, 0.0038137701, 0.018135794, 0.006301114
0.10086308, 0.036158375, 0.0075377906, 0.021387674, 0.005370531, 0.022268677, 0.008140025
0.08237945, 0.03112321, 0.005510322, 0.015847318, 0.003239902, 0.020421863, 0.0062368335
0.08741274, 0.023146402, 0.0061450293, 0.02275851, 0.005372839, 0.023060555, 0.0069294064
0.08175504, 0.026683936, 0.006303996, 0.017941456, 0.005217066, 0.019641552, 0.0059670345
0.15471466, 0.03205093, 0.008921657, 0.049782626, 0.012450201, 0.041588828, 0.00992042
0.09586325, 0.029266475, 0.009184716, 0.018390855, 0.006713174, 0.021979315, 0.010328721
0.08552971, 0.023401715, 0.0075364094, 0.01889672, 0.0053714057, 0.021994501, 0.008328955
0.08834712, 0.025081838, 0.00816226, 0.02147888, 0.0049887234, 0.021432186, 0.007203236
0.093945466, 0.025265854, 0.005408334, 0.02880241, 0.0050608735, 0.022557354, 0.0068506394
0.09557349, 0.027945103, 0.007235318, 0.022395257, 0.005527885, 0.025308747, 0.007161176
0.08456047, 0.02443036, 0.005153017, 0.01806058, 0.0037036831, 0.026913121, 0.0062997052
0.09003967, 0.029296806, 0.006865545, 0.019957144, 0.005099473, 0.021683883, 0.007136821
0.08768405, 0.024585202, 0.006929412, 0.018727543, 0.0057443418, 0.022270966, 0.009426588
0.15256791, 0.03991452, 0.010682228, 0.037144203, 0.009652556, 0.0423214, 0.012853009
0.07219674, 0.020978767, 0.00525021, 0.015654575, 0.00473065, 0.01879061, 0.0067919297
0.12554842, 0.033833556, 0.011005424, 0.02919338, 0.009186013, 0.031024473, 0.011305583
0.06786922, 0.02288934, 0.005376201, 0.015969295, 0.0037634913, 0.014723957, 0.0051469463
0.083698645, 0.026734777, 0.005682527, 0.020994306, 0.00411297, 0.020735387, 0.0054386756
0.08715294, 0.023409635, 0.0060496833, 0.02229835, 0.0052590882, 0.023483694, 0.0066524874
0.06868784, 0.02145321, 0.0052034743, 0.014965629, 0.0036190515, 0.018342987, 0.0051034875
0.060340885, 0.017997548, 0.0052621793, 0.014201591, 0.0040673274, 0.01381089, 0.0050013466
0.07600728, 0.024380106, 0.005262079, 0.018957004, 0.0039038192, 0.01840548, 0.0050987806
0.119484514, 0.032245778, 0.008828347, 0.03321926, 0.006478748, 0.031212771, 0.0074996105
0.11884149, 0.040079087, 0.009933197, 0.028717935, 0.008109478, 0.02338269, 0.008619106
0.072066195, 0.021343242, 0.0045273127, 0.015706405, 0.0033913911, 0.021836566, 0.00526128
0.13073933, 0.044424906, 0.0103338435, 0.030821692, 0.007791279, 0.029154455, 0.008213153
0.07199447, 0.02402363, 0.004617055, 0.017134067, 0.0033311893, 0.01854421, 0.00434432
0.06259124, 0.018518329, 0.0045653163, 0.015352028, 0.0035841204, 0.015708882, 0.004862562
0.107861735, 0.032501783, 0.0066936873, 0.02351674, 0.005212215, 0.031354878, 0.0085824365
0.10151671, 0.035315126, 0.010715276, 0.023133129, 0.007058764, 0.017952278, 0.0073421365
0.074715465, 0.021839228, 0.0060782274, 0.018641282, 0.004728198, 0.018315068, 0.005113461
0.07656051, 0.024951126, 0.006613428, 0.016961796, 0.0043132254, 0.018150687, 0.0055702482
0.07668137, 0.022858761, 0.007632682, 0.015851106, 0.0048945583, 0.017873278, 0.0075709806
0.13067798, 0.03713385, 0.010453917, 0.030552488, 0.0076878816, 0.035129607, 0.009720242
0.06421646, 0.019126654, 0.0055988063, 0.014175953, 0.0040238136, 0.015939202, 0.0053520305
0.10295876, 0.03026194, 0.010384266, 0.024744997, 0.006680837, 0.023015315, 0.007871405
0.072116405, 0.022268102, 0.0056001167, 0.01951814, 0.0037421884, 0.015798263, 0.0051896013
0.074625805, 0.02421357, 0.0051163845, 0.019566473, 0.003635803, 0.017690457, 0.0044031227
0.090475745, 0.022280857, 0.005701484, 0.02081515, 0.005279871, 0.029380718, 0.0070176623
0.06693571, 0.019652613, 0.004669495, 0.014355136, 0.0038697156, 0.019367993, 0.005020758
0.121851586, 0.035287753, 0.006502748, 0.029408269, 0.005569611, 0.036660586, 0.00842262
0.07404365, 0.024360798, 0.00641955, 0.015492649, 0.0043917266, 0.01729264, 0.006086283
0.063106164, 0.01932675, 0.005738563, 0.015349209, 0.00376884, 0.014297288, 0.0046255114
0.07539559, 0.022003727, 0.0063189073, 0.017175432, 0.005438119, 0.01768244, 0.0067769634
0.06443732, 0.020636793, 0.0046394845, 0.015643971, 0.0039518615, 0.014785726, 0.004779485
0.07000341, 0.027095161, 0.0058835577, 0.015996972, 0.003328723, 0.013591855, 0.0041071507
0.08325214, 0.024472155, 0.004683524, 0.022902098, 0.003667803, 0.022963714, 0.004562845
0.104229234, 0.02948181, 0.005994016, 0.023826178, 0.006081789, 0.030286986, 0.008558459
0.05569598, 0.015370658, 0.0043461304, 0.014192862, 0.0036180352, 0.013392971, 0.004775327
0.060154848, 0.021065677, 0.004537958, 0.014103049, 0.0035619985, 0.012892954, 0.003993209
0.061615013, 0.019876515, 0.0048043355, 0.013994604, 0.0034912499, 0.014826946, 0.0046213614
0.06985426, 0.023721725, 0.00590327, 0.01533232, 0.0040886053, 0.015351748, 0.005456589
0.071047194, 0.020780347, 0.0062781023, 0.015466691, 0.004681604, 0.016925093, 0.0069153556
0.12206863, 0.036261566, 0.009856273, 0.026725039, 0.0071636722, 0.032776427, 0.0092856465
0.05622166, 0.017708283, 0.0044500073, 0.012768654, 0.003657157, 0.013504313, 0.0041332417
0.09804078, 0.028209046, 0.009691638, 0.022784784, 0.0070523242, 0.022545235, 0.007757764
0.06553288, 0.01947115, 0.0045984644, 0.01634907, 0.0037449268, 0.016144842, 0.0052244226
0.071037486, 0.023277324, 0.0049246103, 0.017567884, 0.003522392, 0.017196566, 0.0045487173
0.068080895, 0.018420644, 0.0049017793, 0.017287565, 0.0043373094, 0.017681716, 0.0054518827
0.05849888, 0.017806377, 0.00437696, 0.011712862, 0.0032395008, 0.017203089, 0.004160092
0.07314396, 0.024352238, 0.0059223236, 0.01465257, 0.0044783065, 0.018131627, 0.0056068935
0.06670058, 0.019491106, 0.005596726, 0.01561854, 0.0038617407, 0.01729782, 0.0048346473
0.086288914, 0.024176123, 0.006187657, 0.023125678, 0.005412993, 0.021669857, 0.0057166032
0.07136051, 0.022278063, 0.006824932, 0.015781906, 0.004874574, 0.015210457, 0.0063905804
0.06487832, 0.018980807, 0.00553919, 0.014644754, 0.004008822, 0.016310906, 0.0053938385
0.080518775, 0.023267265, 0.008656057, 0.016752705, 0.004424912, 0.02073843, 0.006679408
0.09498166, 0.034110762, 0.0082498975, 0.021202594, 0.005285876, 0.019568266, 0.006564264
0.07498575, 0.022282904, 0.004821524, 0.017433919, 0.0037181708, 0.021116842, 0.0056123855
0.06993599, 0.018260753, 0.005796156, 0.016458143, 0.0054631196, 0.017922558, 0.006035272
0.07006419, 0.020503389, 0.005557611, 0.015272933, 0.0045791734, 0.019195627, 0.004955456
0.057850696, 0.018553415, 0.004403076, 0.012690628, 0.0030476744, 0.014827836, 0.0043280697
0.06549501, 0.021369722, 0.005262825, 0.013882173, 0.0035874243, 0.015957389, 0.0054354724
0.068449825, 0.02031327, 0.005810908, 0.015296751, 0.0040110573, 0.016719744, 0.0062980964
0.10238301, 0.03150751, 0.008282903, 0.020969357, 0.005461638, 0.027903989, 0.008257614
0.054262683, 0.016894337, 0.004099558, 0.011250089, 0.0032250932, 0.0146343615, 0.004159243
0.09744501, 0.026647108, 0.008975172, 0.021319967, 0.0066800853, 0.025738915, 0.008083757
0.055782057, 0.018925222, 0.0040383693, 0.013900624, 0.0028956854, 0.01199588, 0.00402628
0.066977955, 0.022846486, 0.004774015, 0.015823755, 0.003331872, 0.015776996, 0.00442483
0.06271603, 0.017623786, 0.0044006594, 0.015110878, 0.003836393, 0.016390841, 0.005353467
0.05074101, 0.016945912, 0.0039899154, 0.010485522, 0.00295653, 0.012468263, 0.003894866
0.076911874, 0.02609272, 0.006654813, 0.017762274, 0.005168875, 0.016324133, 0.004909059
0.10662772, 0.031497538, 0.005907775, 0.027052369, 0.005162284, 0.030110095, 0.00689766
0.06821134, 0.020767583, 0.005036219, 0.0141754635, 0.0039546806, 0.018919535, 0.0053578597
0.066355795, 0.01919671, 0.005142449, 0.0149752395, 0.003319372, 0.018584289, 0.005137737
0.07305249, 0.021656122, 0.004598042, 0.016893767, 0.003850775, 0.020096477, 0.0059573054
0.06932333, 0.026285805, 0.0064343177, 0.0153746875, 0.004547528, 0.012414804, 0.0042661903
0.071838476, 0.016859699, 0.0041762292, 0.015946891, 0.004345255, 0.024590954, 0.0059194462
0.11543928, 0.030019086, 0.0083946055, 0.028570434, 0.007468639, 0.033337846, 0.007648669
0.06936168, 0.018255254, 0.0057993336, 0.016634319, 0.0047047487, 0.018775519, 0.005192513
0.07599529, 0.016860437, 0.0047251433, 0.021305047, 0.004563356, 0.022281755, 0.006259551
0.06513264, 0.018385572, 0.0040795277, 0.016000982, 0.002900137, 0.01880911, 0.004957311
0.06642927, 0.020254862, 0.0049500326, 0.014167558, 0.0034034797, 0.017998673, 0.005654667
0.07077955, 0.01947131, 0.0057719788, 0.015123293, 0.004466341, 0.018632818, 0.0073138047
0.1248993, 0.027448755, 0.0076018353, 0.028942116, 0.0075345268, 0.04279438, 0.010577677
0.054716986, 0.015394793, 0.0042433366, 0.012242919, 0.003795317, 0.014325311, 0.004715305
0.093429506, 0.023912072, 0.008227934, 0.021466088, 0.0068816803, 0.025004297, 0.007937428
0.0538273, 0.017601214, 0.0039486736, 0.012407757, 0.0027571425, 0.013125448, 0.0039870664
0.066136815, 0.02016527, 0.00426076, 0.014683161, 0.0029675206, 0.019543638, 0.004516459
0.06836552, 0.017244678, 0.0043975413, 0.017233482, 0.004081696, 0.019832764, 0.0055753635
0.051371355, 0.016104579, 0.003808071, 0.010718072, 0.002655895, 0.013805256, 0.004279483
0.07482295, 0.021818168, 0.0068330495, 0.016089179, 0.0044992073, 0.019362297, 0.006221045
0.071258225, 0.022359252, 0.005404312, 0.016467817, 0.0033759023, 0.018958464, 0.004692476
0.06475927, 0.020558106, 0.0043944754, 0.015559122, 0.0030948343, 0.016950062, 0.0042026686
0.062023893, 0.018294502, 0.0052428357, 0.015310762, 0.0038621966, 0.014721252, 0.0045923432
0.07573669, 0.022850959, 0.0050438484, 0.017209645, 0.0036145954, 0.021288093, 0.005729545
0.06774769, 0.022796862, 0.006387119, 0.014106566, 0.0048674894, 0.014626193, 0.0049634567
0.054264568, 0.017904883, 0.0042436747, 0.01239393, 0.0031006853, 0.012639772, 0.0039816257
0.05609438, 0.017492238, 0.0033765333, 0.013326913, 0.0027331077, 0.01509941, 0.0040661762
0.052047975, 0.013610224, 0.0034957202, 0.013319822, 0.0038577411, 0.0138123855, 0.003952083
0.0542586, 0.020185782, 0.004797535, 0.010813067, 0.003202926, 0.011593047, 0.0036662454
0.05572158, 0.017610408, 0.0036229976, 0.012365161, 0.0025701467, 0.01588773, 0.0036651334
0.053855356, 0.01868263, 0.004232563, 0.011784725, 0.0028153337, 0.012464358, 0.0038757524
0.060140386, 0.017389607, 0.004981323, 0.013066171, 0.003934432, 0.015029486, 0.0057393666
0.09280968, 0.026758147, 0.007270775, 0.020823475, 0.0059346594, 0.024418619, 0.007604003
0.05406966, 0.01641924, 0.0041770637, 0.011901305, 0.0036288025, 0.013918515, 0.0040247357
0.07815199, 0.022766644, 0.0076249624, 0.01743712, 0.005390729, 0.018496383, 0.0064361524
0.06302196, 0.018649861, 0.0039908336, 0.016218396, 0.0031918068, 0.016201552, 0.004769509
0.06748122, 0.021295764, 0.0044143293, 0.015539908, 0.0030408408, 0.018661106, 0.0045292755
0.05794992, 0.015407541, 0.0041205855, 0.013655307, 0.0035722158, 0.016482137, 0.004712134
0.053455822, 0.015374834, 0.0038281349, 0.011445465, 0.0031470896, 0.015825704, 0.003834596
0.06040318, 0.018953538, 0.0049749613, 0.015078212, 0.0048595844, 0.0120668905, 0.0044699954
0.1189127, 0.03134909, 0.007260898, 0.028729063, 0.007241647, 0.033154987, 0.011177015
0.05842612, 0.018201165, 0.0056491913, 0.013182903, 0.0041109137, 0.012622613, 0.004659334
0.09578077, 0.02629112, 0.008333037, 0.022725355, 0.006172095, 0.024698157, 0.0075610043
0.07136812, 0.018907439, 0.0059640342, 0.01683785, 0.005063702, 0.018737674, 0.005857425
0.04622411, 0.014618624, 0.003174113, 0.010846839, 0.0022408236, 0.011971751, 0.0033719586
0.08848852, 0.019487515, 0.006381915, 0.02524632, 0.005133329, 0.02630091, 0.0059385337
0.055936843, 0.015270844, 0.0048636114, 0.013710702, 0.0029503151, 0.014266017, 0.0048753535
0.07312606, 0.021730706, 0.0042228163, 0.017190263, 0.0038377251, 0.021188792, 0.0049557537
0.06782902, 0.017461792, 0.003945413, 0.015428391, 0.003852699, 0.021142617, 0.0059981095
0.053480424, 0.017654885, 0.0034396509, 0.012414295, 0.0028202184, 0.013775352, 0.0033760238
0.053041097, 0.0187255, 0.0042015067, 0.011373504, 0.0031287267, 0.011727313, 0.0038845495
0.062947586, 0.017241111, 0.004481324, 0.013309274, 0.0038693454, 0.018152807, 0.005893724
0.0864911, 0.025191067, 0.0061451616, 0.020619925, 0.005106638, 0.022959303, 0.0064690015
0.050064053, 0.016279163, 0.0037761251, 0.010631395, 0.0031019745, 0.012437229, 0.0038381668
0.07522546, 0.023130136, 0.00723111, 0.017052699, 0.0054047387, 0.0166829, 0.0057238676
0.053575438, 0.017672056, 0.0036706605, 0.013358824, 0.0030234046, 0.011977209, 0.003873285
0.057218973, 0.020668082, 0.004256703, 0.013267692, 0.0028753674, 0.012844893, 0.0033062324
0.056445036, 0.015980728, 0.004162353, 0.014589493, 0.003817896, 0.013339974, 0.0045545916
0.049420856, 0.0155142015, 0.0038457054, 0.011106616, 0.0029907285, 0.012326408, 0.0036371942
0.06591917, 0.021255242, 0.0062687127, 0.015474469, 0.004493502, 0.01346234, 0.0049648997
0.079468526, 0.020962562, 0.0046811746, 0.02105188, 0.0045227585, 0.022933703, 0.005316442
0.061602127, 0.018112477, 0.0041980566, 0.014179868, 0.0027075373, 0.017926726, 0.0044774623
0.06266968, 0.018410072, 0.005474389, 0.014357328, 0.0037465969, 0.015467785, 0.005213509
0.07787983, 0.023483569, 0.0046342593, 0.018735996, 0.0037587178, 0.022173498, 0.0050937887
0.060486697, 0.016720178, 0.0046889563, 0.014700387, 0.003990473, 0.015201486, 0.005185218
0.079319455, 0.025560621, 0.0055258027, 0.015595321, 0.0033871466, 0.02289056, 0.0063600047
0.07552686, 0.026905112, 0.005359262, 0.017093537, 0.0036345748, 0.017636895, 0.004897479
0.07580081, 0.021749277, 0.007841068, 0.016581053, 0.0050043548, 0.017703671, 0.0069213794
0.08502514, 0.025356341, 0.009315899, 0.017049663, 0.005323961, 0.020509636, 0.0074696415
0.0508512, 0.015302792, 0.0035321089, 0.0120336795, 0.0024495786, 0.0145282615, 0.0030047793
0.054480325, 0.017740062, 0.003964393, 0.012828466, 0.0028010576, 0.013638555, 0.0035077946
0.06937846, 0.017562002, 0.0044865003, 0.017711494, 0.0040364405, 0.019832658, 0.005749357
0.08152539, 0.022507649, 0.005513095, 0.019759804, 0.004817987, 0.02266864, 0.0062582213
0.049871154, 0.014804784, 0.0035889335, 0.011933137, 0.0036074792, 0.012117347, 0.0038194724
0.0727437, 0.021184627, 0.006956747, 0.016339432, 0.005557356, 0.016606739, 0.0060988013
0.046853296, 0.015765343, 0.00325048, 0.0101050325, 0.0023172488, 0.011855959, 0.0035592318
0.056746934, 0.01815772, 0.0035740389, 0.012540149, 0.0025739619, 0.015842665, 0.0040583955
0.05370639, 0.01423038, 0.0035541172, 0.013923164, 0.0035364155, 0.013932251, 0.004530066
0.043497205, 0.014418641, 0.0034065768, 0.008915506, 0.0024640602, 0.010969597, 0.0033228262
0.05910246, 0.020884097, 0.0046859817, 0.013246108, 0.0036345567, 0.0126964105, 0.003955309
0.06855295, 0.026360922, 0.005562964, 0.014285759, 0.0033597134, 0.0145922275, 0.0043913657
0.06698183, 0.018216182, 0.006022986, 0.0152507145, 0.005030721, 0.016194414, 0.006266811
